"uniprotkb_canonical_ac","status","gene_name","reviewed_isoforms","unreviewed_isoforms"
"Q8WW14-1","reviewed","C10orf82","Q8WW14-2",""
"Q8WW14-1","reviewed","C10orf82","Q8WW14-3",""
"Q14699-1","reviewed","RFTN1","Q14699-1","F8WAR1-1"
"Q14699-1","reviewed","RFTN1","","U3KPZ2-1"
"Q14699-1","reviewed","RFTN1","","C9JHG2-1"
"Q14699-1","reviewed","RFTN1","","C9JRN3-1"
"Q14699-1","reviewed","RFTN1","","C9JWQ9-1"
"Q14699-1","reviewed","RFTN1","","G3XAJ6-1"
"P43694-1","reviewed","GATA4","P43694-2","B3KUF4-1"
"P43694-1","reviewed","GATA4","P43694-1","E9PRI5-1"
"P43694-1","reviewed","GATA4","","E9PKS4-1"
"P43694-1","reviewed","GATA4","","A0A087WZ09-1"
"P43694-1","reviewed","GATA4","","R4GND5-1"
"P43694-1","reviewed","GATA4","","B6DU75-1"
"Q8WW12-1","reviewed","PCNP","Q8WW12-1","A0A0B4J1Z9-1"
"Q8WW12-1","reviewed","PCNP","Q8WW12-2","G5E9V9-1"
"Q8WW12-1","reviewed","PCNP","Q8WW12-3",""
"P42127-1","reviewed","ASIP","P42127-1",""
"P42126-1","reviewed","ECI1","P42126-1","Q96DC0-1"
"P42126-1","reviewed","ECI1","P42126-2","H3BS70-1"
"Q5SWX8-1","reviewed","ODR4","Q5SWX8-1",""
"Q5SWX8-1","reviewed","ODR4","Q5SWX8-2",""
"Q5SWX8-1","reviewed","ODR4","Q5SWX8-3",""
"Q5SWX8-1","reviewed","ODR4","Q5SWX8-4",""
"A8MQ03-1","reviewed","CYSRT1","A8MQ03-1","B8A4K4-1"
"A2NJV5-1","reviewed","IGKV2-29","A2NJV5-1",""
"Q6ZMV8-1","reviewed","ZNF730","Q6ZMV8-1","M0QYI4-1"
"Q6ZMV8-1","reviewed","ZNF730","","M0QYG2-1"
"Q9Y287-1","reviewed","ITM2B","Q9Y287-1","U3KQL7-1"
"Q9Y287-1","reviewed","ITM2B","Q9Y287-2","U3KQ52-1"
"Q9Y287-1","reviewed","ITM2B","","A0A3B3ITP9-1"
"Q9Y287-1","reviewed","ITM2B","","A0A3B3IU60-1"
"Q9Y287-1","reviewed","ITM2B","","A0A3B3IUC0-1"
"Q9Y287-1","reviewed","ITM2B","","A0A3B3ISG3-1"
"Q6IEU7-1","reviewed","OR5M10","Q6IEU7-1",""
"P62341-1","reviewed","SELENOT","P62341-1","Q6IAK0-1"
"P62341-1","reviewed","SELENOT","","F8WBD0-1"
"P62341-1","reviewed","SELENOT","","A0A087WVA1-1"
"Q16836-1","reviewed","HADH","Q16836-1","A0A1W2PRT2-1"
"Q16836-1","reviewed","HADH","Q16836-2","A0A1W2PRM6-1"
"Q16836-1","reviewed","HADH","Q16836-3","A0A1W2PQV5-1"
"Q16836-1","reviewed","HADH","","A0A1W2PQ78-1"
"Q16836-1","reviewed","HADH","","E9PF18-1"
"Q16836-1","reviewed","HADH","","A0A0D9SFP2-1"
"Q16836-1","reviewed","HADH","","A0A1W2PNM1-1"
"Q16836-1","reviewed","HADH","","A0A0A0MSE2-1"
"Q16836-1","reviewed","HADH","","A0A1W2PQ55-1"
"Q16836-1","reviewed","HADH","","A0A1W2PP40-1"
"Q16836-1","reviewed","HADH","","A0A1W2PQC2-1"
"Q16836-1","reviewed","HADH","","J3KR89-1"
"Q16832-1","reviewed","DDR2","Q16832-1","Q5T244-1"
"Q16832-1","reviewed","DDR2","","Q5T241-1"
"Q16832-1","reviewed","DDR2","","Q5T245-1"
"Q16832-1","reviewed","DDR2","","H0Y570-1"
"Q16831-1","reviewed","UPP1","Q16831-2","B4DND0-1"
"Q16831-1","reviewed","UPP1","Q16831-1","C9J486-1"
"Q16831-1","reviewed","UPP1","","C9JIP2-1"
"Q16831-1","reviewed","UPP1","","C9K0J2-1"
"Q16831-1","reviewed","UPP1","","F8WD51-1"
"Q5R3I4-1","reviewed","TTC38","Q5R3I4-1","F8WBU8-1"
"Q5R3I4-1","reviewed","TTC38","","H7C089-1"
"Q5R3I4-1","reviewed","TTC38","","H7C2L7-1"
"Q5R3I4-1","reviewed","TTC38","","A9UJP8-1"
"A6NNN8-1","reviewed","SLC38A8","A6NNN8-1","H3BUP5-1"
"A6NNN8-1","reviewed","SLC38A8","","H3BP02-1"
"Q9H845-1","reviewed","ACAD9","Q9H845-1","D6RCD8-1"
"Q9H845-1","reviewed","ACAD9","","D6RJA8-1"
"Q9H845-1","reviewed","ACAD9","","D6R9Z3-1"
"Q9H845-1","reviewed","ACAD9","","D6RGK6-1"
"Q9H845-1","reviewed","ACAD9","","H0Y8Z9-1"
"Q9H845-1","reviewed","ACAD9","","D6RDK9-1"
"Q96DF8-1","reviewed","ESS2","Q96DF8-1","F8WEF8-1"
"Q9Y4L5-1","reviewed","RNF115","Q9Y4L5-1",""
"Q86YW9-1","reviewed","MED12L","Q86YW9-2","F8WAE6-1"
"Q86YW9-1","reviewed","MED12L","Q86YW9-3","H7C4I9-1"
"Q86YW9-1","reviewed","MED12L","Q86YW9-4",""
"Q86YW9-1","reviewed","MED12L","Q86YW9-1",""
"Q86YW7-1","reviewed","GPHB5","Q86YW7-1",""
"Q86YW5-1","reviewed","TREML1","Q86YW5-1",""
"Q86YW5-1","reviewed","TREML1","Q86YW5-2",""
"Q86YW5-1","reviewed","TREML1","Q86YW5-3",""
"Q6ZQN7-1","reviewed","SLCO4C1","Q6ZQN7-1",""
"Q86YW0-1","reviewed","PLCZ1","Q86YW0-2","Q8N7S5-1"
"Q86YW0-1","reviewed","PLCZ1","Q86YW0-3","F5H2D7-1"
"Q86YW0-1","reviewed","PLCZ1","Q86YW0-1","A0A3B3ISW9-1"
"Q86YW0-1","reviewed","PLCZ1","","F5H3L4-1"
"Q86YW0-1","reviewed","PLCZ1","","H0YGY7-1"
"Q86YW0-1","reviewed","PLCZ1","","F5GZK3-1"
"Q86YW0-1","reviewed","PLCZ1","","H0YGH7-1"
"Q86YW0-1","reviewed","PLCZ1","","H0YFH9-1"
"Q86YW0-1","reviewed","PLCZ1","","H0YH40-1"
"Q86YW0-1","reviewed","PLCZ1","","F5GYE4-1"
"Q86YW0-1","reviewed","PLCZ1","","F5H474-1"
"Q86YW0-1","reviewed","PLCZ1","","F5H828-1"
"A0A0B4J2B6-1","unreviewed","IGHV2OR16-5","","A0A0B4J2B6-1"
"A0A0B4J2B8-1","unreviewed","IGHV1OR15-9","","A0A0B4J2B8-1"
"P49750-4","reviewed","YLPM1","P49750-3",""
"P49750-4","reviewed","YLPM1","P49750-4",""
"P49750-4","reviewed","YLPM1","P49750-1",""
"P49753-1","reviewed","ACOT2","P49753-1","F6VI00-1"
"P49753-1","reviewed","ACOT2","P49753-2","A0A087X0W7-1"
"P49753-1","reviewed","ACOT2","","A0A087WT95-1"
"Q15417-1","reviewed","CNN3","Q15417-1","E9PDU6-1"
"Q15417-1","reviewed","CNN3","Q15417-2",""
"Q15417-1","reviewed","CNN3","Q15417-3",""
"P49755-1","reviewed","TMED10","P49755-1","G3V2K7-1"
"P49754-1","reviewed","VPS41","P49754-1","H7BXH3-1"
"P49754-1","reviewed","VPS41","P49754-2","C9JU58-1"
"P49754-1","reviewed","VPS41","P49754-3","C9J3F8-1"
"P49754-1","reviewed","VPS41","","H7BZX6-1"
"P49754-1","reviewed","VPS41","","C9J2U9-1"
"P49754-1","reviewed","VPS41","","C9JZ11-1"
"P49754-1","reviewed","VPS41","","H7C0K2-1"
"P49757-1","reviewed","NUMB","P49757-1","G3V433-1"
"P49757-1","reviewed","NUMB","P49757-3","G3V4S6-1"
"P49757-1","reviewed","NUMB","P49757-2","G3V3Z8-1"
"P49757-1","reviewed","NUMB","P49757-4","G3V3R1-1"
"P49757-1","reviewed","NUMB","P49757-5","G3V3M5-1"
"P49757-1","reviewed","NUMB","P49757-6",""
"P49757-1","reviewed","NUMB","P49757-7",""
"P49757-1","reviewed","NUMB","P49757-8",""
"P49757-1","reviewed","NUMB","P49757-9",""
"Q15413-1","reviewed","RYR3","Q15413-2","A0A1B0GVS2-1"
"Q15413-1","reviewed","RYR3","Q15413-3","A0A0X1KG73-1"
"Q15413-1","reviewed","RYR3","Q15413-1","A0A087X080-1"
"Q15413-1","reviewed","RYR3","","A0A1B0GVA9-1"
"Q15413-1","reviewed","RYR3","","A0A1B0GUB0-1"
"Q15413-1","reviewed","RYR3","","A0A0U1RRH1-1"
"Q15413-1","reviewed","RYR3","","A0A0U1RR21-1"
"Q15413-1","reviewed","RYR3","","A0A0U1RR54-1"
"Q15413-1","reviewed","RYR3","","A0A1B0GTT7-1"
"Q15413-1","reviewed","RYR3","","A0A1B0GU27-1"
"Q15413-1","reviewed","RYR3","","A0A1B0GTF2-1"
"P49759-1","reviewed","CLK1","P49759-3","F8WBF5-1"
"P49759-1","reviewed","CLK1","P49759-1","A0A087WVK0-1"
"P49759-1","reviewed","CLK1","P49759-2","B8ZZR0-1"
"P49758-4","reviewed","RGS6","P49758-4",""
"P49758-4","reviewed","RGS6","P49758-10",""
"P49758-4","reviewed","RGS6","P49758-11",""
"P49758-4","reviewed","RGS6","P49758-12",""
"P49758-4","reviewed","RGS6","P49758-13",""
"P49758-4","reviewed","RGS6","P49758-14",""
"P49758-4","reviewed","RGS6","P49758-15",""
"P49758-4","reviewed","RGS6","P49758-16",""
"P49758-4","reviewed","RGS6","P49758-2",""
"P49758-4","reviewed","RGS6","P49758-3",""
"P49758-4","reviewed","RGS6","P49758-5",""
"P49758-4","reviewed","RGS6","P49758-6",""
"P49758-4","reviewed","RGS6","P49758-7",""
"P49758-4","reviewed","RGS6","P49758-8",""
"P49758-4","reviewed","RGS6","P49758-9",""
"Q15418-1","reviewed","RPS6KA1","Q15418-1","E9PPC1-1"
"Q15418-1","reviewed","RPS6KA1","Q15418-2","E9PPN6-1"
"Q15418-1","reviewed","RPS6KA1","Q15418-3","E9PMM7-1"
"Q15418-1","reviewed","RPS6KA1","Q15418-4","E9PGT3-1"
"Q15418-1","reviewed","RPS6KA1","","E9PAN7-1"
"Q15418-1","reviewed","RPS6KA1","","Q5SVM6-1"
"Q15418-1","reviewed","RPS6KA1","","Q5SVM7-1"
"Q15418-1","reviewed","RPS6KA1","","A6NND1-1"
"Q96KW2-1","reviewed","POM121L2","Q96KW2-1","H7C418-1"
"Q5T619-1","reviewed","ZNF648","Q5T619-1",""
"Q7L945-1","reviewed","ZNF627","Q7L945-1","K7ELG4-1"
"Q7L945-1","reviewed","ZNF627","","K7EJ27-1"
"Q7L945-1","reviewed","ZNF627","","K7EKY8-1"
"Q8ND61-1","reviewed","C3orf20","Q8ND61-1",""
"Q8ND61-1","reviewed","C3orf20","Q8ND61-2",""
"A0A494C1R9-1","unreviewed","TSPY9P","","A0A494C1R9-1"
"P11686-1","reviewed","SFTPC","P11686-1","A0A0A0MTC9-1"
"P11686-1","reviewed","SFTPC","P11686-2","E5RHW5-1"
"P11686-1","reviewed","SFTPC","","E5RG20-1"
"P11686-1","reviewed","SFTPC","","E5RI64-1"
"P11686-1","reviewed","SFTPC","","E5RI92-1"
"P11686-1","reviewed","SFTPC","","C9JYF6-1"
"Q9ULG3-1","reviewed","KIAA1257","Q9ULG3-1","A0A1B0GVL5-1"
"Q9ULG3-1","reviewed","KIAA1257","Q9ULG3-2","D6RH05-1"
"Q9ULG3-1","reviewed","KIAA1257","","A0A2R8YAI9-1"
"Q9ULG3-1","reviewed","KIAA1257","","A0A2R8YFM9-1"
"Q8N8M0-1","reviewed","NAT16","Q8N8M0-1","C9JB11-1"
"Q8N8M0-1","reviewed","NAT16","Q8N8M0-2",""
"A6NDX5-1","reviewed","ZNF840P","A6NDX5-1",""
"A6NDX4-1","reviewed","","A6NDX4-1",""
"Q96B33-1","reviewed","CLDN23","Q96B33-1",""
"Q96NT5-1","reviewed","SLC46A1","Q96NT5-2","J3KTE6-1"
"Q96NT5-1","reviewed","SLC46A1","Q96NT5-1","K7EPJ7-1"
"Q96NT5-1","reviewed","SLC46A1","","J3QRF7-1"
"Q96NT5-1","reviewed","SLC46A1","","J3QL21-1"
"Q96NT0-1","reviewed","CCDC115","Q96NT0-1","B8ZZ99-1"
"Q96NT0-1","reviewed","CCDC115","Q96NT0-2","F8WCZ3-1"
"Q96NT1-1","reviewed","NAP1L5","Q96NT1-1",""
"Q96NT3-1","reviewed","GUCD1","Q96NT3-2","E7EX77-1"
"Q96NT3-1","reviewed","GUCD1","Q96NT3-1","E9PGZ7-1"
"Q96NT3-1","reviewed","GUCD1","Q96NT3-3","B5MCF3-1"
"Q96NT3-1","reviewed","GUCD1","","A0A087WVD9-1"
"A0A096LPI6-1","unreviewed","","","A0A096LPI6-1"
"P13688-1","reviewed","CEACAM1","P13688-1","M0R109-1"
"P13688-1","reviewed","CEACAM1","P13688-10","M0R2K4-1"
"P13688-1","reviewed","CEACAM1","P13688-11",""
"P13688-1","reviewed","CEACAM1","P13688-2",""
"P13688-1","reviewed","CEACAM1","P13688-3",""
"P13688-1","reviewed","CEACAM1","P13688-4",""
"P13688-1","reviewed","CEACAM1","P13688-5",""
"P13688-1","reviewed","CEACAM1","P13688-6",""
"P13688-1","reviewed","CEACAM1","P13688-7",""
"P13688-1","reviewed","CEACAM1","P13688-8",""
"P13688-1","reviewed","CEACAM1","P13688-9",""
"Q52M75-1","reviewed","LINC01554","Q52M75-1",""
"Q6ZPD9-1","reviewed","DPY19L3","Q6ZPD9-1","K7ELB5-1"
"Q6ZPD9-1","reviewed","DPY19L3","Q6ZPD9-2","K7ELH8-1"
"Q6ZPD9-1","reviewed","DPY19L3","","K7ELG1-1"
"Q6ZPD9-1","reviewed","DPY19L3","","S4R3D3-1"
"Q6ZPD9-1","reviewed","DPY19L3","","Q8N6Q4-1"
"Q6ZPD8-1","reviewed","DGAT2L6","Q6ZPD8-1",""
"Q86SE5-1","reviewed","RALYL","Q86SE5-2","E5RG71-1"
"Q86SE5-1","reviewed","RALYL","Q86SE5-3","E5RIX9-1"
"Q86SE5-1","reviewed","RALYL","Q86SE5-1","E5RJ39-1"
"Q86SE5-1","reviewed","RALYL","","B3KT61-1"
"P13682-1","reviewed","ZNF35","P13682-1","C9JGR2-1"
"P13682-1","reviewed","ZNF35","","C9J011-1"
"P13682-1","reviewed","ZNF35","","C9JGS9-1"
"P13686-1","reviewed","ACP5","P13686-1","K7ESF2-1"
"P13686-1","reviewed","ACP5","","A0A3B3IS75-1"
"P13686-1","reviewed","ACP5","","K7EJD9-1"
"P13686-1","reviewed","ACP5","","K7EIP0-1"
"P13686-1","reviewed","ACP5","","K7ES19-1"
"Q9NR12-1","reviewed","PDLIM7","Q9NR12-2","D6RF83-1"
"Q9NR12-1","reviewed","PDLIM7","Q9NR12-3","H0Y8W6-1"
"Q9NR12-1","reviewed","PDLIM7","Q9NR12-4","H7BYK4-1"
"Q9NR12-1","reviewed","PDLIM7","Q9NR12-5","D6RH06-1"
"Q9NR12-1","reviewed","PDLIM7","Q9NR12-6","D6RAN1-1"
"Q9NR12-1","reviewed","PDLIM7","Q9NR12-1",""
"Q9NR11-1","reviewed","ZNF302","Q9NR11-2","E7EVR1-1"
"Q9NR11-1","reviewed","ZNF302","Q9NR11-1","D6RA23-1"
"Q9NR11-1","reviewed","ZNF302","","D6R9Q0-1"
"Q9NR11-1","reviewed","ZNF302","","A0A087WYF4-1"
"Q9NR11-1","reviewed","ZNF302","","V9GYY2-1"
"Q9NR11-1","reviewed","ZNF302","","A0A0D9SFG5-1"
"Q9NR11-1","reviewed","ZNF302","","D6RAM0-1"
"Q9NR11-1","reviewed","ZNF302","","B4DMN2-1"
"Q9NR16-1","reviewed","CD163L1","Q9NR16-1","H0YFR4-1"
"Q9NR16-1","reviewed","CD163L1","Q9NR16-2","H0YFE6-1"
"Q9NR16-1","reviewed","CD163L1","Q9NR16-3","H0YGF0-1"
"Q9NR16-1","reviewed","CD163L1","Q9NR16-4","F5H7R7-1"
"Q9NR19-1","reviewed","ACSS2","Q9NR19-1","F8WCJ4-1"
"Q9NR19-1","reviewed","ACSS2","Q9NR19-2","C9IYL0-1"
"Q9NR19-1","reviewed","ACSS2","","F8WC73-1"
"Q9NR19-1","reviewed","ACSS2","","F8WDJ9-1"
"Q9NR19-1","reviewed","ACSS2","","C9JXD9-1"
"Q9NR19-1","reviewed","ACSS2","","C9JY31-1"
"Q9NR19-1","reviewed","ACSS2","","C9J7L5-1"
"Q9NR19-1","reviewed","ACSS2","","F8WBQ7-1"
"Q9NR19-1","reviewed","ACSS2","","B4DEH9-1"
"Q3SXM5-1","reviewed","HSDL1","Q3SXM5-1","H3BQI7-1"
"Q3SXM5-1","reviewed","HSDL1","Q3SXM5-2","H3BNH5-1"
"Q3SXM5-1","reviewed","HSDL1","","H3BT52-1"
"Q8N2F6-1","reviewed","ARMC10","Q8N2F6-1","C9J5N7-1"
"Q8N2F6-1","reviewed","ARMC10","Q8N2F6-2","A0A0J9YWR7-1"
"Q8N2F6-1","reviewed","ARMC10","Q8N2F6-3","H7BXM8-1"
"Q8N2F6-1","reviewed","ARMC10","Q8N2F6-4","H7BXQ8-1"
"Q8N2F6-1","reviewed","ARMC10","Q8N2F6-5","A0A0J9YXV5-1"
"Q8N2F6-1","reviewed","ARMC10","Q8N2F6-6","A0A0J9YY38-1"
"Q8N2F6-1","reviewed","ARMC10","","A0A0J9YXE4-1"
"Q8N2F6-1","reviewed","ARMC10","","H7C2M7-1"
"P55895-1","reviewed","RAG2","P55895-1","E9PPU5-1"
"P55895-1","reviewed","RAG2","","E9PQB9-1"
"Q05BU3-1","reviewed","FAM86JP","Q05BU3-1",""
"P0C2W7-1","reviewed","CT47B1","P0C2W7-1",""
"Q08648-1","reviewed","SPAG11B","Q08648-1","A0A0G2JN59-1"
"Q08648-1","reviewed","SPAG11B","Q08648-2","A0A0A0MRG4-1"
"Q08648-1","reviewed","SPAG11B","Q08648-3","A0A0G2JR18-1"
"Q08648-1","reviewed","SPAG11B","Q08648-4","A0A0G2JNB2-1"
"Q08648-1","reviewed","SPAG11B","Q08648-5","A0A0G2JLP6-1"
"Q08648-1","reviewed","SPAG11B","","A0A0G2JPD9-1"
"Q08648-1","reviewed","SPAG11B","","A0A0G2JNX7-1"
"Q08648-1","reviewed","SPAG11B","","H0YF39-1"
"Q08648-1","reviewed","SPAG11B","","A0A0G2JQZ6-1"
"Q6ZV60-1","reviewed","LINC00173","Q6ZV60-1",""
"Q9Y345-1","reviewed","SLC6A5","Q9Y345-1","J3KNC4-1"
"Q5T5D7-1","reviewed","ZNF684","Q5T5D7-1","Q5T5D8-1"
"Q5T5D7-1","reviewed","ZNF684","","Q5T5D9-1"
"Q9Y342-1","reviewed","PLLP","Q9Y342-1","J3QLJ3-1"
"Q9Y342-1","reviewed","PLLP","","H3BN27-1"
"Q9Y342-1","reviewed","PLLP","","A0A087WYE0-1"
"Q9Y343-1","reviewed","SNX24","Q9Y343-2","H0YA25-1"
"Q9Y343-1","reviewed","SNX24","Q9Y343-1","H0Y8V0-1"
"Q9Y343-1","reviewed","SNX24","","A8MXB7-1"
"P10243-1","reviewed","MYBL1","P10243-1","E7EWZ1-1"
"P10243-1","reviewed","MYBL1","P10243-2",""
"P10242-1","reviewed","MYB","P10242-1","E9PMZ0-1"
"P10242-1","reviewed","MYB","P10242-10","Q708E1-1"
"P10242-1","reviewed","MYB","P10242-11","Q708E6-1"
"P10242-1","reviewed","MYB","P10242-12","E9PJT2-1"
"P10242-1","reviewed","MYB","P10242-2","E9PQQ2-1"
"P10242-1","reviewed","MYB","P10242-3","Q708E3-1"
"P10242-1","reviewed","MYB","P10242-4","E9PLN0-1"
"P10242-1","reviewed","MYB","P10242-5","E9PPR4-1"
"P10242-1","reviewed","MYB","P10242-6","A0A087WTI6-1"
"P10242-1","reviewed","MYB","P10242-7","E9PMQ0-1"
"P10242-1","reviewed","MYB","P10242-8","F8W8G5-1"
"P10242-1","reviewed","MYB","P10242-9","E9PN43-1"
"P10242-1","reviewed","MYB","","E9PP87-1"
"P10242-1","reviewed","MYB","","E9PNH6-1"
"P10242-1","reviewed","MYB","","A0A0C4DG19-1"
"P10242-1","reviewed","MYB","","E9PPL8-1"
"P10242-1","reviewed","MYB","","H0YCN6-1"
"P10242-1","reviewed","MYB","","E9PJF1-1"
"P10242-1","reviewed","MYB","","E9PKZ3-1"
"P10242-1","reviewed","MYB","","E9PN92-1"
"P10242-1","reviewed","MYB","","E9PIW4-1"
"P10242-1","reviewed","MYB","","E9PJ96-1"
"P10244-1","reviewed","MYBL2","P10244-1",""
"P10244-1","reviewed","MYBL2","P10244-2",""
"Q9Y2H2-1","reviewed","INPP5F","Q9Y2H2-2","A0A1B0GUS5-1"
"Q9Y2H2-1","reviewed","INPP5F","Q9Y2H2-3","A0A0J9YVW6-1"
"Q9Y2H2-1","reviewed","INPP5F","Q9Y2H2-4","A0A0J9YYL5-1"
"Q9Y2H2-1","reviewed","INPP5F","Q9Y2H2-1","A0A3B3ITR9-1"
"Q9Y2H2-1","reviewed","INPP5F","","A0A3B3ITL0-1"
"Q9Y2H2-1","reviewed","INPP5F","","A0A0J9YWP2-1"
"Q9Y2H2-1","reviewed","INPP5F","","A0A0J9YY79-1"
"Q9Y2H2-1","reviewed","INPP5F","","A0A3B3IRJ9-1"
"Q9Y2H2-1","reviewed","INPP5F","","A0A3B3IS29-1"
"Q9Y2H2-1","reviewed","INPP5F","","A0A3B3ISG0-1"
"Q9Y2H2-1","reviewed","INPP5F","","A0A3B3IU10-1"
"Q9Y2H2-1","reviewed","INPP5F","","A0A3B3IS98-1"
"Q9Y2H2-1","reviewed","INPP5F","","A0A3B3ISI3-1"
"Q9Y2H2-1","reviewed","INPP5F","","A0A3B3ISJ5-1"
"Q9Y2H2-1","reviewed","INPP5F","","A0A3B3IRT4-1"
"Q9Y2H2-1","reviewed","INPP5F","","A0A3B3ISK0-1"
"P57764-1","reviewed","GSDMD","P57764-1","E9PIB2-1"
"P57764-1","reviewed","GSDMD","","E9PRF1-1"
"P57764-1","reviewed","GSDMD","","G3V1A6-1"
"P57764-1","reviewed","GSDMD","","H0YDB0-1"
"P57764-1","reviewed","GSDMD","","E9PQ48-1"
"P57764-1","reviewed","GSDMD","","E9PQR9-1"
"P57764-1","reviewed","GSDMD","","E9PNZ0-1"
"Q9BV79-1","reviewed","MECR","Q9BV79-1","H3BM30-1"
"Q9BV79-1","reviewed","MECR","Q9BV79-2",""
"Q86YJ6-1","reviewed","THNSL2","Q86YJ6-1","C9J3J1-1"
"Q86YJ6-1","reviewed","THNSL2","Q86YJ6-2","C9JU10-1"
"Q86YJ6-1","reviewed","THNSL2","Q86YJ6-3","A8K0C1-1"
"Q86YJ6-1","reviewed","THNSL2","Q86YJ6-4",""
"Q86YJ6-1","reviewed","THNSL2","Q86YJ6-5",""
"P57768-1","reviewed","SNX16","P57768-1","E5RJ65-1"
"P57768-1","reviewed","SNX16","P57768-2","E5RGS8-1"
"P57768-1","reviewed","SNX16","","A0A0C4DGW2-1"
"P57768-1","reviewed","SNX16","","E5RHF1-1"
"P57768-1","reviewed","SNX16","","E5RH07-1"
"P57768-1","reviewed","SNX16","","E5RGQ6-1"
"P57768-1","reviewed","SNX16","","E5RJ81-1"
"P57768-1","reviewed","SNX16","","E5RG30-1"
"Q8N4T8-1","reviewed","CBR4","Q8N4T8-1","D6RAV8-1"
"Q8N4T8-1","reviewed","CBR4","Q8N4T8-2","H0Y962-1"
"Q8N4T8-1","reviewed","CBR4","","D6RJF4-1"
"Q8N4T8-1","reviewed","CBR4","","D6RGF2-1"
"Q9Y2W6-2","reviewed","TDRKH","Q9Y2W6-2",""
"Q9Y2W6-2","reviewed","TDRKH","Q9Y2W6-3",""
"Q8N4T4-1","reviewed","ARHGEF39","Q8N4T4-1",""
"Q8N4T4-1","reviewed","ARHGEF39","Q8N4T4-2",""
"Q8N4T4-1","reviewed","ARHGEF39","Q8N4T4-3",""
"Q8N4T4-1","reviewed","ARHGEF39","Q8N4T4-4",""
"Q5W5W9-2","reviewed","RESP18","Q5W5W9-1",""
"Q5W5W9-2","reviewed","RESP18","Q5W5W9-2",""
"Q5W5W9-2","reviewed","RESP18","Q5W5W9-3",""
"Q8NGB2-1","reviewed","OR4C5","Q8NGB2-1",""
"P38936-1","reviewed","CDKN1A","P38936-1",""
"Q8NGB6-1","reviewed","OR4M2","Q8NGB6-1",""
"Q8NGB4-1","reviewed","OR4S1","Q8NGB4-1",""
"Q8NGB8-1","reviewed","OR4F15","Q8NGB8-1",""
"Q8NGB9-1","reviewed","OR4F6","Q8NGB9-1",""
"P0CF97-1","reviewed","FAM200B","P0CF97-1","D6RAC6-1"
"Q13415-1","reviewed","ORC1","Q13415-1",""
"P35475-1","reviewed","IDUA","P35475-2","D6REB5-1"
"P35475-1","reviewed","IDUA","P35475-1","H0Y9R9-1"
"P35475-1","reviewed","IDUA","","D6R9D5-1"
"Q5VT06-1","reviewed","CEP350","Q5VT06-1","Q5T2X5-1"
"Q5VT06-1","reviewed","CEP350","","Q5T2X4-1"
"Q5VT06-1","reviewed","CEP350","","H0Y7F7-1"
"Q5VT06-1","reviewed","CEP350","","H0YD38-1"
"Q5VT06-1","reviewed","CEP350","","E9PIK0-1"
"Q5VT06-1","reviewed","CEP350","","H0Y6Q4-1"
"Q5VT06-1","reviewed","CEP350","","A2A4F6-1"
"Q5VT03-1","reviewed","NUTM2D","Q5VT03-1","A0A075B6P9-1"
"Q5VT03-1","reviewed","NUTM2D","","U3KPT3-1"
"Q6P9H4-1","reviewed","CNKSR3","Q6P9H4-1","Q5T4Y8-1"
"Q6P9H5-1","reviewed","GIMAP6","Q6P9H5-1","B4DH95-1"
"Q6P9H5-1","reviewed","GIMAP6","Q6P9H5-2",""
"Q6P9H5-1","reviewed","GIMAP6","Q6P9H5-3",""
"O60784-1","reviewed","TOM1","O60784-1","H7BYN7-1"
"O60784-1","reviewed","TOM1","O60784-3","F8WE29-1"
"O60784-1","reviewed","TOM1","O60784-4","V9GYF4-1"
"O60784-1","reviewed","TOM1","O60784-2","B0QY01-1"
"O60784-1","reviewed","TOM1","","F8WBB0-1"
"O60784-1","reviewed","TOM1","","Q6UW50-1"
"O60784-1","reviewed","TOM1","","V9GZ68-1"
"O60784-1","reviewed","TOM1","","B0QY02-1"
"O60784-1","reviewed","TOM1","","F8WB30-1"
"O60784-1","reviewed","TOM1","","F8WAW7-1"
"P19838-1","reviewed","NFKB1","P19838-1","D6RDI9-1"
"P19838-1","reviewed","NFKB1","P19838-2","D6RH30-1"
"P19838-1","reviewed","NFKB1","P19838-3","D6RC45-1"
"P19838-1","reviewed","NFKB1","","D6RF93-1"
"P19838-1","reviewed","NFKB1","","A0A494C157-1"
"P19838-1","reviewed","NFKB1","","A0A494C1E9-1"
"P20023-1","reviewed","CR2","P20023-2","A0A1W2PPV2-1"
"P20023-1","reviewed","CR2","P20023-3","Q5SR47-1"
"P20023-1","reviewed","CR2","P20023-4",""
"P20023-1","reviewed","CR2","P20023-1",""
"P20020-3","reviewed","ATP2B1","P20020-1",""
"P20020-3","reviewed","ATP2B1","P20020-2",""
"P20020-3","reviewed","ATP2B1","P20020-3",""
"P20020-3","reviewed","ATP2B1","P20020-4",""
"P20020-3","reviewed","ATP2B1","P20020-5",""
"P20020-3","reviewed","ATP2B1","P20020-6",""
"P27037-1","reviewed","ACVR2A","P27037-1",""
"P27037-1","reviewed","ACVR2A","P27037-2",""
"Q8WZ94-1","reviewed","OR5P3","Q8WZ94-1",""
"A8MPS7-1","reviewed","YDJC","A8MPS7-1",""
"A8MPS7-1","reviewed","YDJC","A8MPS7-2",""
"A8MPS7-1","reviewed","YDJC","A8MPS7-3",""
